enc	En	Buyang
end	Ende	Central-Eastern Malayo-Polynesian
enf	Forest Enets	Samoyedic
enh	Tundra Enets	Samoyedic
enl	Enlhet,Lengua	Mascoian
enm	Middle English	West Germanic
enn	Engenni	Delta Edoid
eno	Enggano	Malayo-Polynesian
enq	Enga	Engan
enr	Emem	Pauwasi
enu	Enu	Loloish
env	Enwan	Yekhee
enw	Enwang	Lower Cross River
enx	Enxet,Lengua	Mascoian
eot	Eotile,Beti	Potou-Tano
epi	Epie	Delta Edoid
era	Eravallan	Dravidian
erg	Sie	Central-Eastern Oceanic
erh	Eruwa	Southwestern Edoid
eri	Ogea,Erima	Madang
erk	South Efate,Efate,Vate,Vaté	North-Central Vanuatu
ero	Horpa,Ergong,Danba,Stau,rTau,Rtau,Daofuhua,Bawang,Bopa,Dawu,Geshitsa,Geshiza,Geshizahua,Hor,Huo'er,Hórsók,Nyagrong-Minyag,Pawang,Rgu,Western rGyalrong,Western Gyarong,Western Jiarong,Xinlong-Muya	Rgyalrongic
err	Erre	isolate
ers	Ersu,Duoxu,Erhsu	Qiangic
ert	Eritai	Lakes Plain
erw	Erokwanas	Halmahera-Cenderawasih
ese	Ese Ejja,Tiatinagua	Tacanan
esh	Eshtehardi	Tatic
esi	North Alaskan Inupiatun	Inuit
esk	Northwest Alaska Inupiatun	Inuit
esl	Egyptian Sign Language	sign
esm	Esuma	Kwa
esn	Salvadoran Sign Language	sign
eso	Estonian Sign Language	sign
esq	Esselen	isolate
ess	Central Siberian Yupik,Central Siberian Yup'ik,St. Lawrence Yupik,St. Lawrence Yup'ik,St. Lawrence Eskimo,Siberian Yupik,Siberian Yup'ik,Siberian Yupik Eskimo,Siberian Yup'ik Eskimo,St. Lawrence Island Eskimo,St. Lawrence Island Yupik,St. Lawrence Island Yup'ik	Yupik
esu	Yup'ik	Yupik
esy	Eskayan	constructed
etb	Etebi	Ibibio-Efik
etc	Etchemin	Eastern Algonquian
eth	Ethiopian Sign Language	sign
etn	Eton (Vanuatu)	Oceanic
eto	Eton (Cameroon)	Beti
etr	Edolo	Trans-New Guinea
ets	Yekhee,Afenmai,Afemai,Etsako	Yekhee
ett	Etruscan	Tyrsenian
etu	Ejagham	Ekoid
etx	Eten	Beromic
etz	Semimi	Mairasi
eve	Even	Tungusic
evh	Uvbie	Southwestern Edoid
evn	Evenki	Tungusic
ewo	Ewondo,Kolo	Beti
ext	Extremaduran	West Iberian
eya	Eyak	Na-Dene
eyo	Keiyo	Nandi-Markweta
eza	Ezaa	Igboid
eze	Uzekwe	North-South Upper Cross River
faa	Fasu,Namumi,Namome,Namo Me,Kaipu,Kaibu,Some	Kutubuan
fab	Annobonese,Fa d'Ambu	creole or pidgin
fad	Wagi	Madang
faf	Fagani	Southeast Solomonic
fag	Finongan	Finisterre
fah	Baissa Fali	Benue-Congo
fai	Faiwol	Ok
faj	Faita	Madang
fak	Fang (Beboid)	Beboid
fal	South Fali	Fali
fam	Fam	Mambiloid
fan	Fang (Bantu)	Beti
fap	Palor,Paloor,Falor,Palar,Sili,Sili-Sili,Waro	Cangin
far	Fataleka	Southeast Solomonic
fau	Fayu	Lakes Plain
fax	Fala	West Iberian
fay	Southwestern Fars	Southwestern Iranian
faz	Northwestern Fars	Southwestern Iranian
fbl	West Albay Bikol	Philippine
fcs	Quebec Sign Language	sign
fer	Feroge	Sere
ffi	Foia Foia	Trans-New Guinea
fgr	Fongoro	Central Sudanic
fia	Nobiin	Nubian
fie	Fyer	West Chadic
fip	Fipa	Mwika
fir	Firan	Central Plateau
fit	Meänkieli	Finnic
fiw	Fiwaga	Kutubuan
fkk	Kirya-Konzel	Central Chadic
fkv	Kven	Finnic
fla	Montana Salish,Flathead,Salish,Séliš,Kalispel-Pend d'oreille,Kalispel	Salishan
flh	Foau	Lakes Plain
fli	Fali	Central Chadic
fll	North Fali	Fali
fln	Flinders Island,Yalgawarra,Wurima,Mutumui	Paman
flr	Fuliiru	Shi-Havu
fly	Tsotsitaal,Flaaitaal	creole or pidgin
fmp	Fe'fe'	Bamileke
fmu	Far Western Muria	Dravidian
fng	Fanagalo	creole or pidgin
fni	Fania	Bua
fod	Foodo	Guang
foi	Foi	Kutubuan
fom	Foma	Soko-Kele
fon	Fon	Gbe
for	Fore	Kainantu-Goroka
fos	Siraya	Austronesian
fpe	Pichinglis	creole or pidgin
fqs	Fas	Papuan
frd	Fordata	Malayo-Polynesian
frm	Middle French	Oïl
fro	Old French	Oïl
frp	Franco-Provençal	Romance
frq	Forak	Finisterre
frr	North Frisian	Frisian
frt	Fortsenal	North-Central Vanuatu
fse	Finnish Sign Language	sign
fsl	French Sign Language	French Sign Languages
fss	Finnish-Swedish Sign Language	sign
fud	East Futuna	Nuclear Polynesian
fuj	Ko	Heiban
fum	Fum	Nkambe
fun	Fulniô	isolate
fur	Friulian	Rhaeto-Romance
fut	Futuna-Aniwa	Nuclear Polynesian
fuu	Furu	Birri-Kresh
fuy	Fuyug	Trans-New Guinea
fvr	Fur	Fur
fwa	Fwâi	New Caledonian
fwe	Fwe	Botatwe
gaa	Ga	Ga-Dangme
gab	Gabri	East Chadic
gac	Mixed Great Andamanese,Great Andamanese creole,Great Andamanese	Northern Great Andamanese
gad	Gaddang,Cagayan	Philippine
gae	Warekena,Guarequena,Arekena	Nawiki
gaf	Gende,Gendeka,Gene	Kainantu-Goroka
gag	Gagauz	Oghuz
gah	Alekano,Gahuku	Kainantu-Goroka
gai	Borei	Papuan
gaj	Gadsup	Kainantu-Goroka
gak	Gamkonora	West Papuan
gal	Galoli,Galolen,Talur	Timoric
gam	Kandawo,Narake	Trans-New Guinea
gan	Gan	Sinitic
gao	Gants,Gaj	Madang
gap	Gal	Madang
gaq	Gata'	Munda
gar	Galeya	Western Oceanic
gas	Adiwasi Garasia	Bhil
gat	Kenati	Kainantu-Goroka
gau	Kondekor,Gadaba,San Gadaba,Gadba,Sano,Kondekar,Kondkor,Konḍekor Gadaba,Mudhili Gadaba	Dravidian
gaw	Nobonob,Garuh,Nobanob,Nobnob	Papuan
gay	Gayo	Northwest Sumatran
gba	Gbaya	Gbaya
gbb	Kaytetye	Arandic
gbd	Karadjeri	Pama-Nyungan
gbe	Niksek	Papuan
gbf	Gaikundi	Sepik
gbg	Gbanziri,Banziri,Gbandere,Gbanzili	Gbanziri
gbh	Defi Gbe	Gbe
gbi	Galela	West Papuan
gbj	Bodo Gadaba,Gutob,Gadaba,Gadba,Gutop,Gudwa,Godwa,Gadwa,Boi Gadaba	Munda
gbk	Gaddi	Western Pahari
gbl	Gamit	Bhil
gbm	Garhwali	Pahari
gbn	Mo'da	Bongo-Baka
gbo	Northern Grebo	Grebo
gbp	Gbaya-Bossangoa,Bossangoa,Gbaya of Bossangoa	Western Gbaya
gbq	Gbaya-Bozoum,Bozom,Gbaya of Bozom,Gbaya-Bozom	Western Gbaya
gbr	Gbagyi	Nupe-Gbagyi
gbs	Gbesi Gbe	Phla–Pherá
gbu	Gagadu	Arnhem
gbv	Gbanu	Eastern Gbaya
gbw	Gabi	Pama-Nyungan
gbx	Eastern Xwla Gbe,Houla,Kpla,Offra,Ophra,Phla,Pla,Popo,Xwla	Phla–Pherá
gby	Gbari	Nupe-Gbagyi
gcc	Mali	Baining
gcd	Ganggalida	Tangkic
gce	Galice	Pacific Coast Athabaskan
gcf	Antillean Creole,Antillean Creole French,Guadeloupean Creole,Guadeloupean Creole French,Saint Lucian Creole,Saint Lucian Creole French	creole or pidgin
gcl	Grenadian Creole English	creole or pidgin
gcn	Gaina	Trans-New Guinea
gcr	Guianese Creole,French Guianese Creole,Guianese French Creole,Guyanais,Guyanese French Creole	creole or pidgin
gct	Colonia Tovar German,Alemán Coloniero	West Germanic
gdb	Ollari,Pottangi Ollar Gadaba,Ollar Gadaba,Ollaro,Hallari,Allar,Hollar Gadbas	Dravidian
gdc	Gugu Badhun	Pama-Nyungan
gdd	Gedaged	Western Oceanic
gde	Gude	Central Chadic
gdf	Guduf-Gava	Central Chadic
gdg	Ga'dang	Philippine
gdh	Gadjerawang	Jarrakan
gdi	Gundi	Baka
gdj	Kurtjar,Gurdjar,Kunggara	Paman
gdk	Gadang	East Chadic
gdl	Dirasha	Cushitic
gdm	Laal	
gdn	Umanakaina	Trans-New Guinea
gdo	Godoberi	Avaro-Andian
gdq	Mehri	Modern South Arabian
gdr	Wipi	Papuan
gds	Ghandruk Sign Language	sign
gdt	Kungardutyi	Karnic
gdu	Gudu	Central Chadic
gdx	Godwari	Western Indo-Aryan
gea	Geruma	West Chadic
geb	Kire	Papuan
gec	Gboloo Grebo	Grebo
ged	Gade	Nupoid
geg	Gengle	Mumuye-Yendang
geh	Hutterisch	West Germanic
gei	Gebe	Halmahera-Cenderawasih
gej	Gen	Gbe
gek	Gerka,Yiwom	West Chadic
gel	Fakkanci,Kag-Fer-Jiir-Koor-Ror-Us-Zuksun,ut-Ma'in,Fakai,Kag,Puku,Fakanchi,Et-Kag,Jiir,Gelanchi,Et-Jiir,Kur,Kere,Kar,Keri-Ni,Kelli-Ni,Kelanchi,Kelinci,Zuksun,Zussun,Et-Zuksun,Ror,Et-Maror,Tudanchi,Er-Gwar,Fer,Fere,Et-Fer,Wipsi-Ni,Kukum,Us,Et-Us,Koor,Kulu	Northwest Kainji
geq	Geme	Zande
ges	Geser-Gorom	Central Maluku
gev	Viya	Tsogo
gew	Gera	West Chadic
gex	Garre	Cushitic
gey	Enya	Mbole-Enya
gez	Ge'ez	Ethiopian Semitic
gfk	Patpatar	Western Oceanic
gft	Gafat	Ethiopian Semitic
gga	Gao	Western Oceanic
ggb	Gbii	Western Kru
ggd	Gugadj	Paman
gge	Guragone	Arnhem
ggg	Gurgula	Western Indo-Aryan
ggk	Kungarakany	Arnhem
ggl	Ganglau	Madang
ggn	Eastern Gurung	Tamangic
ggt	Gitua	Western Oceanic
ggu	Gban	Nwa-Beng
ggw	Gogodala	Papuan Gulf
gha	Ghadames	Berber
ghe	Southern Ghale	Tamangic
ghh	Northern Ghale	Tamangic
ghk	Geko Karen	Karen
ghl	Ghulfan	Hill Nubian
ghn	Ghanongga	Western Oceanic
gho	Ghomara	Berber
ghr	Ghera	Western Hindi
ghs	Guhu-Samane	Trans-New Guinea
ght	Kutang Ghale	Tamangic
gia	Kitja	Jarrakan
gib	Gibanawa	creole or pidgin
gid	Gidar	Central Chadic
gie	Guébie,Gaɓogbo,Gabogbo	Dida
gig	Goaria	Western Indo-Aryan
gih	Githabul	Pama-Nyungan
gil	Gilbertese	Micronesian
gim	Gimi (Goroka)	Papuan
gin	Hinukh	Tsezian
gio	Gelao	Kra-Dai
gip	Gimi (Austronesian)	Western Oceanic
giq	Green Gelao,Hagei,Hakhi	Gelao
gir	Red Gelao,Vandu	Gelao
gis	North Giziga	Central Chadic
git	Gitxsan	Tsimshianic
giu	Mulao	Gelao
giw	White Gelao,Telue,Doulou,Tolo	Gelao
gix	Gilima	Mbaka
giy	Giyug	
giz	South Giziga	Central Chadic
gji	Geji	West Chadic
gjk	Kachi Koli	Western Indo-Aryan
gjm	Gunditjmara	Pama-Nyungan
gjn	Gonja	Guang
gju	Gojri	Western Indo-Aryan
gka	Guya	Finisterre
gkd	Magɨ	Madang
gke	Ndai	Mbum
gkn	Gokana	Ogoni
gko	Kok-Nar	Paman
gkp	Guinea Kpelle	Southwestern Mande
glc	Bon Gula	Bua
gld	Nanai,Goldi,Hezhen	Tungusic
glh	Northwest Pashayi	Dardic
glj	Kulaal	Bua
glk	Gilaki	Caspian
glo	Galambu	West Chadic
glr	Glaro-Twabo	Wee
glu	Gula	Bagirmi
glw	Glavda	Central Chadic
gly	Gule	Koman
gma	Gambera	Worrorran
gmb	Gula'alaa	Southeast Solomonic
gmd	Mághdì	Bikwin-Jen
gmg	Magiyi	Madang
gmh	Middle High German	West Germanic
gml	Middle Low German	West Germanic
gmm	Gbaya-Mbodomo	Eastern Gbaya
gmn	Gimnime	Duru
gmu	Gumalu	Madang
gmv	Gamo	North Ometo
gmx	Magoma	Bena-Kinga
gmy	Mycenaean Greek	Hellenic
gmz	Mgbo,Mgbolizhia	Igboid
gna	Kaansa	Gur
gnb	Gangte	Kukish
gnc	Guanche	Berber
gnd	Zulgo-Gemzek,Zulgo,Gemzek,Mineo	Central Chadic
gne	Ganang	Central Plateau
gng	Ngangam	Gurma
gnh	Lere	Jera
gni	Gooniyandi	Bunuban
gnj	Ngen,Ngen of Djonkro	Nwa-Beng
gnk	ǁGana	Kalahari Khoe
gnl	Gangulu	Pama-Nyungan
gnm	Ginuman	Trans-New Guinea
gnn	Gumatj	Yolngu
gnq	Gana	Sabahan
gnr	Gureng Gureng	Pama-Nyungan
gnt	Guntai	Papuan
gnu	Gnau	Torricelli
gnw	Western Bolivian Guaraní,Simba,Simba Guarani	Tupi-Guarani
gnz	Ganzi	Baka
goa	Guro	Mano-Dan
gob	Playero	Guahiban
goc	Gorakor	Western Oceanic
god	Godié	Bété
goe	Gongduk	Sino-Tibetan
gof	Gofa	North Ometo
gog	Gogo	Ruvu
goh	Old High German	West Germanic
goi	Gobasi,Gobosi,Gebusi,Bibo,Nomad	Trans-New Guinea
goj	Gowlan	Southern Indo-Aryan
gol	Gola	Atlantic-Congo
gon	Gondi,Southern Gondi,Northern Gondi,Aheri Gondi,Adilabad Gondi,Dorla Gondi,Koya Gondi,Maria Gondi,Muria Gondi,Raj Gondi	Dravidian
goo	Gone Dau	Central-Eastern Oceanic
gop	Yeretuar	Halmahera-Cenderawasih
goq	Gorap	creole or pidgin
gor	Gorontalo	Philippine
got	Gothic	East Germanic
gou	Gavar	Central Chadic
gow	Gorowa	Cushitic
gox	Gobu	Central Banda
goy	Goundo	Kim
goz	Gozarkhani	Tatic
gpa	Gupa-Abawa	Nupe-Gbagyi
gpn	Taiap,Tayap,Gapun	Papuan
gqa	Ga'anda	Central Chadic
gqi	Guiqiong	Qiangic
gqn	Kinikinao,Guana,Guaná,Guana (Brazil),Arawakan Guana	Arawakan
gqr	Gor	Sara
gqu	Qau,Gao,Aqao,Qau Gelao	Gelao
gra	Rajput Garasia	Bhil
grb	Grebo	Grebo
grc	Ancient Greek	Hellenic
grd	Guruntum	West Chadic
grg	Madi	Finisterre
grh	Gbiri-Niragu	Kauru
gri	Ghari,Gari,Tangarare,Sughu,West Guadalcanal	Southeast Solomonic
grj	Southern Grebo	Grebo
grm	Kota Marudu Talantang	Sabahan
gro	Groma	Tibetic
grq	Gorovu	Papuan
grr	Taznatit	Berber
grs	Gresi	Nimboran
grt	Garo,Garrow,Mandi,Mande	Bodo-Garo
gru	Kistane,Soddo,Aymälläl	Ethiopian Semitic
grv	Central Grebo	Grebo
grw	Gweda	Western Oceanic
grx	Guriaso	Kwomtari
gry	Barclayville Grebo	Grebo
grz	Guramalum	Western Oceanic
gse	Ghanaian Sign Language	sign
gsg	German Sign Language	German Sign Languages
gsl	Gusilay	Jola
gsm	Guatemalan Sign Language	sign
gsn	Gusan	Finisterre
gso	Southwest Gbaya	Southern Gbaya
gsp	Wasembo	Madang
gss	Greek Sign Language	sign
gsw	Alemannic German,Swiss German,Walser German,Walserdeutsch,Walser,Wallisertiitsch,Italian Walser,Pomattertitsch,Formazza,Kampel,Remmaljertittschu,Rimella,Chalchoufe,Titzschu,Alagna,Greschóneytitsch,Greschóney,Greschoney,Gressoney,Éischemtöitschu,Issime	West Germanic
gta	Guató	isolate
gtu	Aghu Tharrnggala	Paman
gua	Shiki	Jarawan
gub	Guajajára	Tupi-Guarani
guc	Wayuu	Ta-Arawakan
gud	Yocoboué Dida	Dida
gue	Gurindji	Pama-Nyungan
guf	Gupapuyngu	Yolngu
gug	Paraguayan Guaraní,Jopará,Yopará	Tupi-Guarani
guh	Guahibo	Guahiban
gui	Eastern Bolivian Guaraní,Ava Guaraní,Chiriguanos	Tupi-Guarani
guk	Gumuz	Nilo-Saharan
gul	Gullah,Geechee,Sea Island Creole English	creole or pidgin
gum	Guambiano	Barbacoan
gun	Mbyá Guaraní,Mbyá,Mbya,Mbyhá,Mbiá,Mbua,Mbüá,Mbü'a,Mbü'a Guaraní,Jeguaká Tenondé,Bwihá,Caiua,Kaiwá,Kayová,Cahygua,Caingua	Tupi-Guarani
guo	Guayabero	Guahiban
gup	Gunwinggu,Bininj Gunwok,Bininj Gun-Wok,Bininj Kunwok,Bininj Kun-Wok,Kunwinjkuan,Kunwinjku,Gunwinjgu,Kuninjku,Kundjeyhmi,Gundjeihmi,Manyallaluk Mayali,Mayali,Kundedjnjenghmi,Kune Dulerayek,Kune Narayek,Kune	Gunwinyguan
guq	Aché,Guayaki	Tupian
gur	Farefare,Frafra,Gurene,Gurenɛ,Gurenne,Gudenne,Gudeni,Zuadeni,Nankani,Naani,Nankanse,Ninkare,Booni	Moré
gus	Guinean Sign Language	sign
gut	Maléku Jaíka	Chibchan
guu	Yanomamö	Yanomami
guv	Gey	Savanna
guw	Gun,Gun-Gbe,Gungbe	Gbe
gux	Gourmanchéma	Gurma
guz	Gusii	Logooli-Kuria
gva	Kaskihá,Guana,Guaná,Guana (Paraguay),Mascoian Guana	Mascoian
gvc	Guanano	Tucanoan
gve	Duwet	Western Oceanic
gvf	Golin	Trans-New Guinea
gvj	Guajá,Awá,Ayaya,Guaxare,Wazaizara	Tupian
gvl	Gulay	Sara
gvm	Gurmana	Shiroro
gvn	Kuku-Yalanji	Pama-Nyungan
gvo	Gavião do Jiparaná,Gavião of Jiparaná,Digüt,Ikolen,Gavião do Rondônia,Zoró	Tupian
gvp	Pará Gavião	Northern Jê
gvr	Western Gurung	Tamangic
gvs	Gumawana	Western Oceanic
gvy	Guyani	Pama-Nyungan
gwa	Mbato	Potou-Tano
gwb	Gwa	Jarawan
gwc	Kalami	Dardic
gwd	Gawwada	Cushitic
gwe	Gweno	Chaga
gwf	Gowro	Dardic
gwg	Moo	Bikwin-Jen
gwi	Gwich'in,Gwich’in,Kutchin,Takudh,Tukudh,Loucheux	North Athabaskan
gwj	Gcwi	Kalahari Khoe
gwm	Awngthim	Paman
gwn	Gwandara	West Chadic
gwr	Gwere	Nyoro-Ganda
gwt	Gawar-Bati	Dardic
gwu	Guwamu	Pama-Nyungan
gww	Kwini	Worrorran
gwx	Gua	Guang
gxx	Wè Southern	Wee
gya	Northwest Gbaya	Western Gbaya
gyb	Garus	Madang
gyd	Kayardild	Tangkic
gye	Gyem	Jera
gyf	Gungabula	Pama-Nyungan
gyg	Gbayi	Ngbandi
gyi	Gyele	Makaa-Njem
gyl	Gayil	Aroid
gym	Ngäbere	Chibchan
gyn	Guyanese Creole English	creole or pidgin
gyo	Gyalsumdo	Kyirong-Kagate
gyr	Guarayu	Tupian
gyy	Gunya	Pama-Nyungan
gza	Ganza	Mao
gzn	Gane	Halmahera-Cenderawasih
haa	Hän,Han,Dawson,Moosehide,Han-Kutchin	North Athabaskan
hab	Hanoi Sign Language	sign
hac	Gurani,Gorani,Avromani,Awroman,Awromani,Hawramani,Hawrami,Hewrami,Hourami,Howrami,Ourami	Zaza-Gorani
had	Hatam	West Papuan
haf	Haiphong Sign Language	sign
hag	Hanga	Dagbani
hah	Hahon	Western Oceanic
hai	Haida	isolate
haj	Hajong	mixed
hak	Hakka	Sinitic
hal	Halang	Mon-Khmer
ham	Hewa	Sepik
hao	Hakö	Western Oceanic
hap	Hupla	Trans-New Guinea
har	Harari	Ethiopian Semitic
has	Haisla	Wakashan
hav	Havu	Shi-Havu
haw	Hawaiian	Eastern Polynesian
hax	Southern Haida	isolate
hay	Haya	Haya-Jita
haz	Hazaragi	Southwestern Iranian
hba	Hamba	Tetela
hbb	Huba,Kilba	Central Chadic
hbn	Heiban	Heiban
hbu	Habu	Central-Eastern Malayo-Polynesian
hca	Andaman Creole Hindi	creole or pidgin
hch	Huichol	Uto-Aztecan
hdn	Northern Haida	isolate
hds	Honduras Sign Language,Honduran Sign Language	sign
hdy	Hadiyya	Cushitic
hea	Northern Qiandong Miao,Black Miao	Hmong
hed	Herdé	Masa
heg	Helong	Timoric
heh	Hehe	Bena-Kinga
hei	Heiltsuk	Wakashan
hem	Hemba	Luban
hgm	Haiǁom	Khoekhoe
hgw	Haigwai	Western Oceanic
hhi	Hoia Hoia	Trans-New Guinea
hhr	Kerak	Jola-Felupe
hhy	Hoyahoya	Trans-New Guinea
hia	Lamang	Central Chadic
hib	Hibito	
hid	Hidatsa	Missouri River Siouan
hif	Fiji Hindi	Eastern Hindi
hig	Kamwe,Higgi,Higi	Central Chadic
hih	Pamosu	Madang
hii	Hinduri	Western Pahari
hij	Hijuk	Basaa
hik	Seit-Kaitetu	Central Maluku
hil	Hiligaynon	Philippine
hio	Tshwa,Tsoa,Kua,Cua,Hiechware,Cirecire,Cire-cire,Cire-Cire,Cire Cire	Kalahari Khoe
hir	Himarimã	
hit	Hittite	Anatolian
hiw	Hiw	North-Central Vanuatu
hix	Hixkaryana,Hixkaryána	Cariban
hji	Haji	Malayic
hka	Kahe	Chaga
hke	Hunde	Shi-Havu
hkk	Hunjara-Kaina Ke	Trans-New Guinea
hkn	Mel-Khaonh,Mel,Khaonh	Bahnaric
hks	Hong Kong Sign Language	sign
hla	Halia	Western Oceanic
hlb	Halbi	Eastern Indo-Aryan
hld	Halang Doan,Duan,Doan	Bahnaric
hle	Hlersu,Sansu	Loloish
hlt	Nga La,Matu Chin,Matu	Kukish
hma	Southern Mashan Hmong,Southern Mashan Miao	Hmong
hmb	Humburi Senni,Central Songhay	Songhay
hmc	Central Huishui Hmong,Central Huishui Miao	Hmong
hmd	A-Hmao,A Hmao,Big Flowery Miao,Large Flowery Miao	Hmong
hme	Eastern Huishui Hmong,Eastern Huishui Miao	Hmong
hmf	Hmong Don	Hmong
hmg	Southwestern Guiyang Hmong	Hmong
hmh	Southwestern Huishui Hmong,Southwestern Huishui Miao	Hmong
hmi	Northern Huishui Hmong,Northern Huishui Miao	Hmong
hmj	Ge,Gedou Miao	Hmong
hmk	Maek,Ye-Maek,Yemaek	Korean
hml	Luopohe Hmong	Hmong
hmm	Central Mashan Hmong,Central Mashan Miao	Hmong
hmp	Northern Mashan Hmong,Northern Mashan Miao	Hmong
hmq	Eastern Qiandong Miao,Black Miao	Hmong
hmr	Hmar	Kukish
hms	Southern Qiandong Miao,Black Miao	Hmong
hmt	Hamtai,Kapau	Trans-New Guinea
hmu	Hamap	Timor-Alor-Pantar
hmv	Hmong Dô,Hmong Do	Hmong
hmw	Western Mashan Hmong,Western Mashan Miao	Hmong
hmy	Southern Guiyang Hmong	Hmong
hmz	Hmong Shua,Hmong Sua	Hmong
hna	Mina,Mina (Cameroon),Hina,Besleri	Central Chadic
hnd	Southern Hindko	Punjabi-Lahnda
hne	Chhattisgarhi	Eastern Hindi
hnh	ǁAni	Kalahari Khoe
hni	Hani	Loloish
hnj	Green Hmong,Hmong Njua,Hmong Leng,Mong Leng,Green Miao,Blue Hmong	Hmong
hnn	Hanunoo,Hanuno'o	Philippine
hno	Northern Hindko,Kagani,Hazara Hindko,Hindki of Hazara	Punjabi-Lahnda
hns	Caribbean Hindustani,Caribbean Bhojpuri	Eastern Hindi
hnu	Hung	Vietic
hoa	Hoava	Western Oceanic
hob	Austronesian Mari,Mari (Madang Province),Hop	Western Oceanic
hoc	Ho	Munda
hod	Holma	Central Chadic
hoe	Horom	East Plateau
hoh	Hobyót	Modern South Arabian
hoi	Holikachuk	North Athabaskan
hoj	Hadothi,Harauti	Western Indo-Aryan
hol	Holu	Pende
hom	Homa	Boan
hoo	Holoholo	Takama
hop	Hopi,Moqui	Uto-Aztecan
hor	Horo	Sara
hos	Ho Chi Minh City Sign Language	sign
hot	Hote	Western Oceanic
hov	Hovongan	Malayo-Polynesian
how	Honi,Haoni,Baihong,Hao-Bai,Ho	Loloish
hoy	Holiya	Dravidian
hoz	Hozo	Mao
hpo	Hpon	Burmish
hps	Hawai'i Pidgin Sign Language,Hawaiian Sign Language,Hula,Hawaii Sign Language	sign
hra	Hrangkhol	Kukish
hrc	Niwer Mil,Tangga	Oceanic
hre	Hre,Hrê	North Bahnaric
hrk	Haruku	Central Maluku
hrm	Horned Miao	Hmong
hro	Haroi	Chamic
hrp	Nhirrpi	Karnic
hrt	Hértevin	Northeastern Neo-Aramaic
hru	Hruso	Hrusish
hrw	Warwar Feni,Feni	Oceanic
hrx	Hunsrik,Riograndenser Hunsrückisch	West Germanic
hrz	Harzani,Harzandi	Tatic
hsb	Upper Sorbian	Sorbian
hsh	Hungarian Sign Language	sign
hsl	Hausa Sign Language	sign
hsn	Xiang	Sinitic
hss	Harsusi	Modern South Arabian
hti	Hoti	Central Maluku
hto	Minica Huitoto,Minica,Minica Witoto	Witotoan
hts	Hadza	isolate
htu	Hitu	Central Maluku
hub	Huambisa,Huambiza,Wambisa	Jivaroan
huc	ǂHoan,ǂ’Amkoe,ǂHȍã,ǂHȍȁn	Kx'a
hud	Huaulu	Central Maluku
huf	Humene	Trans-New Guinea
hug	Huachipaeri	Harákmbut
huh	Huilliche	Araucanian
hui	Huli	Engan
huj	Northern Guiyang Hmong	Hmong
huk	Hulung	Central-Eastern Malayo-Polynesian
hul	Hula	Western Oceanic
hum	Hungana	Yaka
huo	Hu	Palaungic
hup	Hupa	Pacific Coast Athabaskan
huq	Tsat,Hainan Cham,Hui,Huihui,Sanya Hui,Utsat,Utset	Chamic
hur	Halkomelem	Salishan
hus	Wastek,Huastek,Huasteka,Huasteque,Huaxteca,Huaxteco,Huaxteque,Huastecan	Mayan
huu	Murui Huitoto,Murui,Murui Witoto	Witotoan
huv	Huave,San Mateo del Mar Huave,San Dionisio del Mar Huave,Santa María del Mar Huave,San Francisco del Mar Huave	isolate
huw	Hukumina,Palumata	Central Maluku
hux	Nüpode Huitoto,Nüpode,Nüpode Witoto	Witotoan
huy	Hulaulá	Northeastern Neo-Aramaic
huz	Hunzib	Tsezian
hvc	Haitian Vodoun Culture Language,Langaj,Langay	creole or pidgin
hvk	Haveke	New Caledonian
hvn	Sabu,Savu	Central-Eastern Malayo-Polynesian
hwa	Wané	Eastern Kru
hwc	Hawaiian Creole,Hawaiian Creole English,Hawai'ian Creole English,Hawaiian Pidgin,Hawai'ian Creole	creole or pidgin
hwo	Hwana	Central Chadic
hya	Hya	Central Chadic
iai	Iaai	Central-Eastern Oceanic
ian	Iatmul	Sepik
iar	Purari	Papuan
iba	Iban	Malayic
ibb	Ibibio	Ibibio-Efik
ibd	Iwaidja	Iwaidjan
ibe	Akpes	Volta-Niger
ibg	Ibanag	Philippine
ibh	Bih	Chamic
ibl	Ibaloi,Ibaloy,Inibaloi,Inibaloy	Philippine
ibm	Agoi	Upper Cross River
ibn	Ibino	Lower Cross River
ibr	Ibuoro	Ibibio-Efik
ibu	Ibu	West Papuan
iby	Ibani	Ijoid
ica	Ede Ica	Ede
ich	Etkywan,Etekwe,Icen,Itchen	Jukunoid
icl	Icelandic Sign Language	sign
icr	Islander Creole English,San Andrés-Providencia Creole	creole or pidgin
ida	Idakho-Isukha-Tiriki	Logooli-Kuria
idb	Indo-Portuguese	creole or pidgin
idc	Idon	Central Plateau
idd	Ede Idaca	Ede
ide	Idere	Ibibio-Efik
idi	Idi	Papuan
idr	Indri	Sere
ids	Idesa	Southwestern Edoid
idt	Idaté	Timoric
idu	Idoma	Idomoid
ifa	Amganad Ifugao,Amganad Ifugaw	Philippine
ifb	Batad Ifugao,Batad Ifugaw,Ifugaw,Batad	Philippine
ife	Ifè	Ede
iff	Ifo,Utaha	Oceanic
ifk	Tuwali Ifugao,Tuwali Ifugaw	Philippine
ifm	Teke-Fuumu	Teke
ifu	Mayoyao Ifugao,Mayoyao Ifugaw	Philippine
ify	Keley-I Kallahan	Philippine
igb	Ebira,Igbira	Nupoid
ige	Igede	Idomoid
igg	Igana	Papuan
igl	Igala	Yoruboid
